id,source,target,type,description
REL_MES_041,REL_MES_001,EVT_MES_002,LOCATED_IN,«Культ Энки в Эриду» раскрывает тему главы «Убейдский мир».
REL_MES_042,CITY_MESA_001,EVT_MES_002,PART_OF,«Телль-эль-Убейд» раскрывает тему главы «Убейдский мир».
REL_MES_043,ART_MESA_006,EVT_MES_002,INFLUENCED,«Убейдские фигурки» раскрывает тему главы «Убейдский мир».
REL_MES_044,CITY_MESA_002,EVT_MES_002,ECONOMIC_LINK,«Тепе-Гавра» раскрывает тему главы «Убейдский мир».
REL_MES_045,CITY_MESA_003,EVT_MES_002,CULTURAL_LINK,«Хаджи-Мухаммад» раскрывает тему главы «Убейдский мир».
REL_MES_046,ART_MESA_007,EVT_MES_002,LOCATED_IN,«Расписная чаша Убейда» раскрывает тему главы «Убейдский мир».
REL_MES_047,TERM_MESA_010,EVT_MES_002,PART_OF,«Региональный стиль» раскрывает тему главы «Убейдский мир».
REL_MES_048,TERM_MESA_011,EVT_MES_002,INFLUENCED,«Обмен по Персидскому заливу» раскрывает тему главы «Убейдский мир».
REL_MES_049,CITY_MESA_004,EVT_MES_002,ECONOMIC_LINK,«Сузы» раскрывает тему главы «Убейдский мир».
REL_MES_050,EVT_MES_002,CITY_MES_001,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_051,CITY_MES_001,ART_MES_001,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_052,ART_MES_001,CITY_MES_002,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_053,CITY_MES_002,SYSTEM_MES_002,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_054,SYSTEM_MES_002,REL_MES_001,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_055,CITY_MES_003,EVT_MES_003,PART_OF,«Урук» раскрывает тему главы «Урукская городская революция».
REL_MES_056,CITY_MES_004,EVT_MES_003,INFLUENCED,«Эанна» раскрывает тему главы «Урукская городская революция».
REL_MES_057,CITY_MES_005,EVT_MES_003,ECONOMIC_LINK,«Белый храм Урука» раскрывает тему главы «Урукская городская революция».
REL_MES_058,TERM_MES_009,EVT_MES_003,CULTURAL_LINK,«Городская революция» раскрывает тему главы «Урукская городская революция».
REL_MES_059,ART_MES_002,EVT_MES_003,LOCATED_IN,«Цилиндрическая печать» раскрывает тему главы «Урукская городская революция».
REL_MES_060,ART_MES_003,EVT_MES_003,PART_OF,«Чаша со скошенным краем» раскрывает тему главы «Урукская городская революция».
REL_MES_061,TERM_MES_010,EVT_MES_003,INFLUENCED,«Царь-жрец Урука» раскрывает тему главы «Урукская городская революция».
REL_MES_062,ART_MESA_008,EVT_MES_003,ECONOMIC_LINK,«Варкаская ваза» раскрывает тему главы «Урукская городская революция».
REL_MES_063,ART_MESA_009,EVT_MES_003,CULTURAL_LINK,«Маска из Варки» раскрывает тему главы «Урукская городская революция».
REL_MES_064,CITY_MESA_005,EVT_MES_003,LOCATED_IN,«Хабуба-Кабира» раскрывает тему главы «Урукская городская революция».
REL_MES_065,TERM_MESA_012,EVT_MES_003,PART_OF,«Урукская экспансия» раскрывает тему главы «Урукская городская революция».
REL_MES_066,TERM_MESA_013,EVT_MES_003,INFLUENCED,«Гончар Урука» раскрывает тему главы «Урукская городская революция».
REL_MES_067,TERM_MESA_014,EVT_MES_003,ECONOMIC_LINK,«Ткачиха Урука» раскрывает тему главы «Урукская городская революция».
REL_MES_068,TERM_MESA_015,EVT_MES_003,CULTURAL_LINK,«Металлург» раскрывает тему главы «Урукская городская революция».
REL_MES_069,TERM_MESA_016,EVT_MES_003,LOCATED_IN,«Специализация труда» раскрывает тему главы «Урукская городская революция».
REL_MES_070,TERM_MESA_017,EVT_MES_003,PART_OF,«Массовое производство» раскрывает тему главы «Урукская городская революция».
REL_MES_071,TERM_MESA_018,EVT_MES_003,INFLUENCED,«Торговый анклав» раскрывает тему главы «Урукская городская революция».
REL_MES_072,TERM_MESA_019,EVT_MES_003,ECONOMIC_LINK,«Городская стена Урука» раскрывает тему главы «Урукская городская революция».
REL_MES_073,EVT_MES_003,CITY_MES_003,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_074,CITY_MES_003,CITY_MES_004,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_075,CITY_MES_004,CITY_MES_005,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_076,CITY_MES_005,TERM_MES_009,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_077,TERM_MES_009,ART_MES_002,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_078,ART_MES_002,ART_MES_003,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_079,ART_MES_003,TERM_MES_010,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_080,TERM_MES_011,ORG_MES_001,PART_OF,"«Администратор Урука» раскрывает тему главы «Храм, склад и управление»."
REL_MES_081,TERM_MES_012,ORG_MES_001,INFLUENCED,"«Протописец» раскрывает тему главы «Храм, склад и управление»."
REL_MES_082,SYS_MES_003,ORG_MES_001,ECONOMIC_LINK,"«Перераспределение» раскрывает тему главы «Храм, склад и управление»."
REL_MES_083,SYS_MES_004,ORG_MES_001,CULTURAL_LINK,"«Складское хозяйство» раскрывает тему главы «Храм, склад и управление»."
REL_MES_084,ART_MES_004,ORG_MES_001,LOCATED_IN,"«Счётный жетон» раскрывает тему главы «Храм, склад и управление»."
REL_MES_085,ART_MES_005,ORG_MES_001,PART_OF,"«Числовая табличка Урука» раскрывает тему главы «Храм, склад и управление»."
REL_MES_086,TERM_MES_013,ORG_MES_001,INFLUENCED,"«Оттиск печати» раскрывает тему главы «Храм, склад и управление»."
REL_MES_087,CITY_MESA_006,ORG_MES_001,ECONOMIC_LINK,"«Зернохранилище» раскрывает тему главы «Храм, склад и управление»."
REL_MES_088,TERM_MESA_020,ORG_MES_001,CULTURAL_LINK,"«Трудовой рацион» раскрывает тему главы «Храм, склад и управление»."
REL_MES_089,TERM_MESA_021,ORG_MES_001,LOCATED_IN,"«Метрология» раскрывает тему главы «Храм, склад и управление»."
REL_MES_090,TERM_MESA_022,ORG_MES_001,PART_OF,"«Хозяйственный учёт» раскрывает тему главы «Храм, склад и управление»."
REL_MES_091,ART_MESA_010,ORG_MES_001,INFLUENCED,"«Глиняная булла» раскрывает тему главы «Храм, склад и управление»."
REL_MES_092,ART_MESA_011,ORG_MES_001,ECONOMIC_LINK,"«Тростниковый стилус» раскрывает тему главы «Храм, склад и управление»."
REL_MES_093,TERM_MESA_023,ORG_MES_001,CULTURAL_LINK,"«Пивовар Урука» раскрывает тему главы «Храм, склад и управление»."
REL_MES_094,TERM_MESA_024,ORG_MES_001,LOCATED_IN,"«Пастух учреждения» раскрывает тему главы «Храм, склад и управление»."
REL_MES_095,TERM_MESA_025,ORG_MES_001,PART_OF,"«Лодочник канала» раскрывает тему главы «Храм, склад и управление»."
REL_MES_096,TERM_MESA_026,ORG_MES_001,INFLUENCED,"«Кладовщик» раскрывает тему главы «Храм, склад и управление»."
REL_MES_097,TERM_MESA_027,ORG_MES_001,ECONOMIC_LINK,"«Шерстяная мастерская» раскрывает тему главы «Храм, склад и управление»."
REL_MES_098,ORG_MES_001,TERM_MES_011,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_099,TERM_MES_011,TERM_MES_012,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_100,TERM_MES_012,SYS_MES_003,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_101,SYS_MES_003,SYS_MES_004,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_102,SYS_MES_004,ART_MES_004,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_103,ART_MES_004,ART_MES_005,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_104,ART_MES_005,TERM_MES_013,PRECEDES,Связанные элементы одного исторического процесса.
REL_MES_105,REG_MES_004,SYS_MES_001,INFLUENCED,Связь между этапами развития ранней Месопотамии.
REL_MES_106,SYS_MES_001,EVT_MES_002,PRECEDES,Связь между этапами развития ранней Месопотамии.
REL_MES_107,EVT_MES_002,EVT_MES_003,PRECEDES,Связь между этапами развития ранней Месопотамии.
REL_MES_108,EVT_MES_003,ORG_MES_001,INFLUENCED,Связь между этапами развития ранней Месопотамии.
REL_MES_109,ART_MES_002,TERM_MES_013,SOURCE_FOR,Связь между этапами развития ранней Месопотамии.
REL_MES_110,ART_MES_004,ART_MES_005,PRECEDES,Связь между этапами развития ранней Месопотамии.
REL_170,ART_MES_006,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Протоклинописная табличка раскрывает тему главы о рождение письменности.
REL_171,SYS_MES_005,REG_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Рождение письма раскрывает тему главы о рождение письменности.
REL_172,TERM_MES_014,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Клинопись раскрывает тему главы о рождение письменности.
REL_173,PER_MES_001,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Писец раскрывает тему главы о рождение письменности.
REL_174,ORG_MES_002,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Школа писцов раскрывает тему главы о рождение письменности.
REL_175,TEXT_MES_001,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Лексический список раскрывает тему главы о рождение письменности.
REL_176,LANG_MES_001,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Шумерский язык раскрывает тему главы о рождение письменности.
REL_177,LANG_MES_002,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Аккадский язык раскрывает тему главы о рождение письменности.
REL_178,CITY_MES_006,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Ур раскрывает тему главы о мир шумерских городов.
REL_179,CITY_MES_007,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Лагаш раскрывает тему главы о мир шумерских городов.
REL_180,CITY_MES_008,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Киш раскрывает тему главы о мир шумерских городов.
REL_181,CITY_MES_009,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Ниппур раскрывает тему главы о мир шумерских городов.
REL_182,CITY_MES_010,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Умма раскрывает тему главы о мир шумерских городов.
REL_183,STATE_MES_001,REG_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Шумерский город-государство раскрывает тему главы о мир шумерских городов.
REL_184,REL_MES_002,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Городской бог-покровитель раскрывает тему главы о мир шумерских городов.
REL_185,EVT_MES_004,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Пограничные войны Лагаша и Уммы раскрывает тему главы о мир шумерских городов.
REL_186,PER_MES_002,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Гильгамеш раскрывает тему главы о цари, войны и ранние династии."
REL_187,PER_MES_003,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Энмеркар раскрывает тему главы о цари, войны и ранние династии."
REL_188,PER_MES_004,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Лугальбанда раскрывает тему главы о цари, войны и ранние династии."
REL_189,PER_MES_005,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Эаннатум раскрывает тему главы о цари, войны и ранние династии."
REL_190,PER_MES_006,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Энтемена раскрывает тему главы о цари, войны и ранние династии."
REL_191,PER_MES_007,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Урукагина раскрывает тему главы о цари, войны и ранние династии."
REL_192,TERM_MES_015,REG_MES_001,СВЯЗАНО_С_ГЛАВОЙ,"Лугаль раскрывает тему главы о цари, войны и ранние династии."
REL_193,TERM_MES_016,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Энси раскрывает тему главы о цари, войны и ранние династии."
REL_194,PER_MES_008,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Саргон Аккадский раскрывает тему главы о саргон и аккадская держава.
REL_195,STATE_MES_002,REG_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Аккадская держава раскрывает тему главы о саргон и аккадская держава.
REL_196,CITY_MES_011,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Аккад раскрывает тему главы о саргон и аккадская держава.
REL_197,PER_MES_009,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Римуш раскрывает тему главы о саргон и аккадская держава.
REL_198,PER_MES_010,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Маништушу раскрывает тему главы о саргон и аккадская держава.
REL_199,PER_MES_011,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Нарам-Суэн раскрывает тему главы о саргон и аккадская держава.
REL_200,PER_MES_012,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Энхедуанна раскрывает тему главы о саргон и аккадская держава.
REL_201,EVT_MES_005,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Распад Аккадской державы раскрывает тему главы о саргон и аккадская держава.
REL_202,PER_MES_013,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Гудеа раскрывает тему главы о ур iii и конец первого цикла.
REL_203,PER_MES_014,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Ур-Намму раскрывает тему главы о ур iii и конец первого цикла.
REL_204,PER_MES_015,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Шульги раскрывает тему главы о ур iii и конец первого цикла.
REL_205,STATE_MES_003,REG_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Государство Ур III раскрывает тему главы о ур iii и конец первого цикла.
REL_206,LAW_MES_001,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Законы Ур-Намму раскрывает тему главы о ур iii и конец первого цикла.
REL_207,ART_MES_008,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Зиккурат Ура раскрывает тему главы о ур iii и конец первого цикла.
REL_208,SYS_MES_006,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Система бала раскрывает тему главы о ур iii и конец первого цикла.
REL_209,EVT_MES_006,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Падение Ур III раскрывает тему главы о ур iii и конец первого цикла.
REL_210,ART_MES_A028,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Глиняная табличка раскрывает тему главы о рождение письменности.
REL_211,ART_MES_A029,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Тростниковый стилус раскрывает тему главы о рождение письменности.
REL_212,TERM_MES_A028,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Числовые системы Месопотамии раскрывает тему главы о рождение письменности.
REL_213,TERM_MES_A029,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Детерминатив раскрывает тему главы о рождение письменности.
REL_214,TERM_MES_A030,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Ребусный принцип раскрывает тему главы о рождение письменности.
REL_215,TEXT_MES_A028,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Список профессий раскрывает тему главы о рождение письменности.
REL_216,ART_MES_A030,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Учебная табличка раскрывает тему главы о рождение письменности.
REL_217,TERM_MES_A031,SYS_MES_005,СВЯЗАНО_С_ГЛАВОЙ,Колофон раскрывает тему главы о рождение письменности.
REL_218,CITY_MES_A007,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Гирсу раскрывает тему главы о мир шумерских городов.
REL_219,LOC_MES_A001,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Царское кладбище Ура раскрывает тему главы о мир шумерских городов.
REL_220,ART_MES_A031,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Штандарт из Ура раскрывает тему главы о мир шумерских городов.
REL_221,ART_MES_A032,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Лиры Ура раскрывает тему главы о мир шумерских городов.
REL_222,REL_MES_A001,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Нанна раскрывает тему главы о мир шумерских городов.
REL_223,REL_MES_A002,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Энлиль раскрывает тему главы о мир шумерских городов.
REL_224,REL_MES_A003,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Инанна раскрывает тему главы о мир шумерских городов.
REL_225,TERM_MES_A032,STATE_MES_001,СВЯЗАНО_С_ГЛАВОЙ,Пограничный канал раскрывает тему главы о мир шумерских городов.
REL_226,TEXT_MES_A029,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Шумерский царский список раскрывает тему главы о цари, войны и ранние династии."
REL_227,ART_MES_A033,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Стела коршунов раскрывает тему главы о цари, войны и ранние династии."
REL_228,TERM_MES_A033,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Плотный строй копейщиков раскрывает тему главы о цари, войны и ранние династии."
REL_229,TEXT_MES_A030,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Царская надпись раскрывает тему главы о цари, войны и ранние династии."
REL_230,ART_MES_A034,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Закладной конус раскрывает тему главы о цари, войны и ранние династии."
REL_231,TEXT_MES_A031,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Храмовый гимн раскрывает тему главы о цари, войны и ранние династии."
REL_232,ART_MES_A035,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Печать с пиром раскрывает тему главы о цари, войны и ранние династии."
REL_233,ART_MES_A036,TERM_MES_015,СВЯЗАНО_С_ГЛАВОЙ,"Вотивная статуэтка раскрывает тему главы о цари, войны и ранние династии."
REL_234,ART_MES_A037,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Стела победы Нарам-Суэна раскрывает тему главы о саргон и аккадская держава.
REL_235,TERM_MES_A034,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Обожествление царя раскрывает тему главы о саргон и аккадская держава.
REL_236,LANG_MES_A001,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Староаккадский язык раскрывает тему главы о саргон и аккадская держава.
REL_237,SYS_MES_A001,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Имперский наместник раскрывает тему главы о саргон и аккадская держава.
REL_238,TERM_MES_A035,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Постоянное царское войско раскрывает тему главы о саргон и аккадская держава.
REL_239,EVT_MES_A001,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Великое восстание против Нарам-Суэна раскрывает тему главы о саргон и аккадская держава.
REL_240,PEOPLE_MES_A001,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Гутии раскрывает тему главы о саргон и аккадская держава.
REL_241,ART_MES_A038,STATE_MES_002,СВЯЗАНО_С_ГЛАВОЙ,Обелиск Маништушу раскрывает тему главы о саргон и аккадская держава.
REL_242,ART_MES_A039,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Статуи Гудеа раскрывает тему главы о ур iii и конец первого цикла.
REL_243,ART_MES_A040,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Стела Ур-Намму раскрывает тему главы о ур iii и конец первого цикла.
REL_244,TEXT_MES_A032,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Гимны Шульги раскрывает тему главы о ур iii и конец первого цикла.
REL_245,ART_MES_A041,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Административная табличка Ур III раскрывает тему главы о ур iii и конец первого цикла.
REL_246,SYS_MES_A002,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Трудовая повинность раскрывает тему главы о ур iii и конец первого цикла.
REL_247,PEOPLE_MES_A002,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Амореи раскрывает тему главы о ур iii и конец первого цикла.
REL_248,STATE_MES_A001,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Элам раскрывает тему главы о ур iii и конец первого цикла.
REL_249,ART_MES_A042,STATE_MES_003,СВЯЗАНО_С_ГЛАВОЙ,Стена против амореев раскрывает тему главы о ур iii и конец первого цикла.
REL_0360,REG_EGY_001,RIV_EGY_001,СВЯЗАНО_С,Древний Египет связано с темой «Нил» в кампании раннего Египта.
REL_0361,RIV_EGY_001,REG_EGY_002,СВЯЗАНО_С,Нил связано с темой «Долина Нила» в кампании раннего Египта.
REL_0362,REG_EGY_002,REG_EGY_003,СВЯЗАНО_С,Долина Нила связано с темой «Дельта Нила» в кампании раннего Египта.
REL_0363,REG_EGY_003,TERM_EGY_001,СВЯЗАНО_С,Дельта Нила связано с темой «Разлив Нила» в кампании раннего Египта.
REL_0364,TERM_EGY_001,TERM_EGY_002,СВЯЗАНО_С,Разлив Нила связано с темой «Чёрная и Красная земля» в кампании раннего Египта.
REL_0365,TERM_EGY_002,CITY_EGY_001,СВЯЗАНО_С,Чёрная и Красная земля связано с темой «Элефантина» в кампании раннего Египта.
REL_0366,CITY_EGY_001,SYS_EGY_001,СВЯЗАНО_С,Элефантина связано с темой «Речной транспорт» в кампании раннего Египта.
REL_0367,SYS_EGY_001,CULT_EGY_001,СВЯЗАНО_С,Речной транспорт связано с темой «Бадарийская культура» в кампании раннего Египта.
REL_0368,CULT_EGY_001,CULT_EGY_002,СВЯЗАНО_С,Бадарийская культура связано с темой «Накада I» в кампании раннего Египта.
REL_0369,CULT_EGY_002,CULT_EGY_003,СВЯЗАНО_С,Накада I связано с темой «Накада II» в кампании раннего Египта.
REL_0370,CULT_EGY_003,CULT_EGY_004,СВЯЗАНО_С,Накада II связано с темой «Накада III» в кампании раннего Египта.
REL_0371,CULT_EGY_004,SITE_EGY_001,СВЯЗАНО_С,Накада III связано с темой «Накада» в кампании раннего Египта.
REL_0372,SITE_EGY_001,SITE_EGY_002,СВЯЗАНО_С,Накада связано с темой «Иераконполь» в кампании раннего Египта.
REL_0373,SITE_EGY_002,SITE_EGY_003,СВЯЗАНО_С,Иераконполь связано с темой «Маади» в кампании раннего Египта.
REL_0374,SITE_EGY_003,SYS_EGY_002,СВЯЗАНО_С,Маади связано с темой «Относительная хронология Питри» в кампании раннего Египта.
REL_0375,SYS_EGY_002,SYS_EGY_003,СВЯЗАНО_С,Относительная хронология Питри связано с темой «Две земли» в кампании раннего Египта.
REL_0376,SYS_EGY_003,REG_EGY_004,СВЯЗАНО_С,Две земли связано с темой «Верхний Египет» в кампании раннего Египта.
REL_0377,REG_EGY_004,REG_EGY_005,СВЯЗАНО_С,Верхний Египет связано с темой «Нижний Египет» в кампании раннего Египта.
REL_0378,REG_EGY_005,ART_EGY_001,СВЯЗАНО_С,Нижний Египет связано с темой «Белая корона» в кампании раннего Египта.
REL_0379,ART_EGY_001,ART_EGY_002,СВЯЗАНО_С,Белая корона связано с темой «Красная корона» в кампании раннего Египта.
REL_0380,ART_EGY_002,SITE_EGY_004,СВЯЗАНО_С,Красная корона связано с темой «Буто» в кампании раннего Египта.
REL_0381,SITE_EGY_004,SITE_EGY_005,СВЯЗАНО_С,Буто связано с темой «Абидос» в кампании раннего Египта.
REL_0382,SITE_EGY_005,SYS_EGY_004,СВЯЗАНО_С,Абидос связано с темой «Протогосударственные центры» в кампании раннего Египта.
REL_0383,SYS_EGY_004,EVENT_EGY_001,СВЯЗАНО_С,Протогосударственные центры связано с темой «Объединение Египта» в кампании раннего Египта.
REL_0384,EVENT_EGY_001,PER_EGY_001,СВЯЗАНО_С,Объединение Египта связано с темой «Ири-Хор» в кампании раннего Египта.
REL_0385,PER_EGY_001,PER_EGY_002,СВЯЗАНО_С,Ири-Хор связано с темой «Ка» в кампании раннего Египта.
REL_0386,PER_EGY_002,PER_EGY_003,СВЯЗАНО_С,Ка связано с темой «Скорпион II» в кампании раннего Египта.
REL_0387,PER_EGY_003,SYS_EGY_005,СВЯЗАНО_С,Скорпион II связано с темой «Царская идеология объединения» в кампании раннего Египта.
REL_0388,SYS_EGY_005,SITE_EGY_006,СВЯЗАНО_С,Царская идеология объединения связано с темой «Умм-эль-Кааб» в кампании раннего Египта.
REL_0389,SITE_EGY_006,ART_EGY_003,СВЯЗАНО_С,Умм-эль-Кааб связано с темой «Булавa Скорпиона» в кампании раннего Египта.
REL_0390,ART_EGY_003,SYS_EGY_006,СВЯЗАНО_С,Булавa Скорпиона связано с темой «Раннее налогообложение и печати» в кампании раннего Египта.
REL_0391,SYS_EGY_006,PER_EGY_004,СВЯЗАНО_С,Раннее налогообложение и печати связано с темой «Нармер» в кампании раннего Египта.
REL_0392,PER_EGY_004,ART_EGY_004,СВЯЗАНО_С,Нармер связано с темой «Палетка Нармера» в кампании раннего Египта.
REL_0393,ART_EGY_004,SYS_EGY_007,СВЯЗАНО_С,Палетка Нармера связано с темой «Сцена поражения врага» в кампании раннего Египта.
REL_0394,SYS_EGY_007,TERM_EGY_003,СВЯЗАНО_С,Сцена поражения врага связано с темой «Менес» в кампании раннего Египта.
REL_0395,TERM_EGY_003,CITY_EGY_002,СВЯЗАНО_С,Менес связано с темой «Мемфис» в кампании раннего Египта.
REL_0396,CITY_EGY_002,SYS_EGY_008,СВЯЗАНО_С,Мемфис связано с темой «Раннее царское титулование» в кампании раннего Египта.
REL_0397,SYS_EGY_008,PER_EGY_005,СВЯЗАНО_С,Раннее царское титулование связано с темой «Хор-Аха» в кампании раннего Египта.
REL_0398,PER_EGY_005,STATE_EGY_001,СВЯЗАНО_С,Хор-Аха связано с темой «Первая династия» в кампании раннего Египта.
REL_0399,STATE_EGY_001,ART_EGYA_001,СВЯЗАНО_С,Первая династия связано с темой «Папирус» в кампании раннего Египта.
REL_0400,ART_EGYA_001,REG_EGYA_001,СВЯЗАНО_С,Папирус связано с темой «Восточная пустыня» в кампании раннего Египта.
REL_0401,REG_EGYA_001,REG_EGYA_002,СВЯЗАНО_С,Восточная пустыня связано с темой «Западная пустыня» в кампании раннего Египта.
REL_0402,REG_EGYA_002,TERM_EGYA_001,СВЯЗАНО_С,Западная пустыня связано с темой «Нильский ил» в кампании раннего Египта.
REL_0403,TERM_EGYA_001,TERM_EGYA_002,СВЯЗАНО_С,Нильский ил связано с темой «Первый порог Нила» в кампании раннего Египта.
REL_0404,TERM_EGYA_002,SYS_EGYA_001,СВЯЗАНО_С,Первый порог Нила связано с темой «Бассейновое орошение» в кампании раннего Египта.
REL_0405,SYS_EGYA_001,PER_EGYA_001,СВЯЗАНО_С,Бассейновое орошение связано с темой «Нильский лодочник» в кампании раннего Египта.
REL_0406,PER_EGYA_001,SITE_EGYA_001,СВЯЗАНО_С,Нильский лодочник связано с темой «Файюмская впадина» в кампании раннего Египта.
REL_0407,SITE_EGYA_001,ART_EGYA_002,СВЯЗАНО_С,Файюмская впадина связано с темой «Черноверхая керамика» в кампании раннего Египта.
REL_0408,ART_EGYA_002,ART_EGYA_003,СВЯЗАНО_С,Черноверхая керамика связано с темой «Керамика с белой росписью» в кампании раннего Египта.
REL_0409,ART_EGYA_003,ART_EGYA_004,СВЯЗАНО_С,Керамика с белой росписью связано с темой «Расписной сосуд с лодками» в кампании раннего Египта.
REL_0410,ART_EGYA_004,ART_EGYA_005,СВЯЗАНО_С,Расписной сосуд с лодками связано с темой «Кремнёвый нож» в кампании раннего Египта.
REL_0411,ART_EGYA_005,TERM_EGYA_003,СВЯЗАНО_С,Кремнёвый нож связано с темой «Додинастический некрополь» в кампании раннего Египта.
REL_0412,TERM_EGYA_003,PER_EGYA_002,СВЯЗАНО_С,Додинастический некрополь связано с темой «Додинастический гончар» в кампании раннего Египта.
