id,type,title,subtitle,era,region,date,rarity,campaign,chapter,acquisition,source
ORG_LOW_006,OFFICE,Интеррекс,временный магистрат между высшими должностными лицами,Римская республика,Рим,Республика,COMMON,ROME,ROME_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D1%82%D0%B5%D1%80%D1%80%D0%B5%D0%BA%D1%81
ORG_LOW_007,OFFICE,Царь священнодействий,"жрец, сохранявший царские ритуалы",Римская республика,Рим,Республика,COMMON,ROME,ROME_CHAPTER_02,PACK,https://ru.wikipedia.org/wiki/%D0%A6%D0%B0%D1%80%D1%8C_%D1%81%D0%B2%D1%8F%D1%89%D0%B5%D0%BD%D0%BD%D0%BE%D0%B4%D0%B5%D0%B9%D1%81%D1%82%D0%B2%D0%B8%D0%B9
REG_LOW_002,REGION,Ager Romanus,земля римской гражданской общины,Римская республика,Лаций,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Ager_Romanus
TERM_LOW_012,TERM,Общественная земля,земля государства после завоеваний,Римская республика,Италия,Республика,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F_%D0%B7%D0%B5%D0%BC%D0%BB%D1%8F
TERM_LOW_013,TERM,Союзники — socii,"италийские общины, связанные с Римом договорами",Римская Италия,Италия,IV–I века до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%8E%D0%B7%D0%BD%D0%B8%D0%BA%D0%B8_%E2%80%94_socii
TERM_LOW_014,TERM,Foedus,договор между Римом и другой общиной,Римская республика,Италия и Средиземноморье,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Foedus
TERM_LOW_015,TERM,Латинская колония,поселение с особым латинским статусом,Римская Италия,Италия,IV–II века до н. э.,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D0%BE%D0%BB%D0%BE%D0%BD%D0%B8%D1%8F
ROAD_LOW_001,ROAD,Латинская дорога,древний путь из Рима на юг,Римская Италия,Лаций и Кампания,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0
ROAD_LOW_002,ROAD,Валериева дорога,маршрут через Апеннины к Адриатике,Римская Италия,Центральная Италия,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D0%B8%D0%B5%D0%B2%D0%B0_%D0%B4%D0%BE%D1%80%D0%BE%D0%B3%D0%B0
CITY_LOW_001,CITY,Калес,латинская колония в Кампании,Римская Италия,Кампания,основана в 334 году до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B5%D1%81
CITY_LOW_002,CITY,Луцерия,римская колония в Апулии,Римская Италия,Апулия,конец IV века до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D1%86%D0%B5%D1%80%D0%B8%D1%8F
CITY_LOW_003,CITY,Нарния,латинская колония на пути в Умбрию,Римская Италия,Умбрия,299 год до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%BD%D0%B8%D1%8F
CITY_LOW_004,CITY,Альба-Фуценс,укреплённая латинская колония,Римская Италия,Апеннины,303 год до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D0%B1%D0%B0-%D0%A4%D1%83%D1%86%D0%B5%D0%BD%D1%81
CITY_LOW_005,CITY,Коза,римская колония на тирренском побережье,Римская Италия,Этрурия,273 год до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%B7%D0%B0
PEO_LOW_001,PEOPLE,Марсы,италийский народ Центральных Апеннин,Римская Италия,Центральная Италия,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%81%D1%8B
PEO_LOW_002,PEOPLE,Вестины,италийский народ Центральной Италии,Римская Италия,Апеннины,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%82%D0%B8%D0%BD%D1%8B
PEO_LOW_003,PEOPLE,Пелигны,италийский народ внутренней Италии,Римская Италия,Апеннины,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D0%BB%D0%B8%D0%B3%D0%BD%D1%8B
PEO_LOW_004,PEOPLE,Френтаны,италийский народ Адриатического побережья,Римская Италия,Адриатика,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B5%D0%BD%D1%82%D0%B0%D0%BD%D1%8B
PEO_LOW_005,PEOPLE,Марруцины,италийский народ у Адриатики,Римская Италия,Центральная Италия,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%80%D1%83%D1%86%D0%B8%D0%BD%D1%8B
PEO_LOW_006,PEOPLE,Пицены,народ центрального Адриатического побережья,Римская Италия,Пицен,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%86%D0%B5%D0%BD%D1%8B
PEO_LOW_007,PEOPLE,Умбры,италийский народ Центральной Италии,Римская Италия,Умбрия,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A3%D0%BC%D0%B1%D1%80%D1%8B
PEO_LOW_008,PEOPLE,Оски,языковая и культурная группа Южной Италии,Римская Италия,Кампания и Самний,I тысячелетие до н. э.,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D0%BA%D0%B8
ORG_LOW_008,ORGANIZATION,Римский набор,обязанность граждан служить в войске,Римская республика,Рим и Италия,Республика,UNCOMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%BC%D1%81%D0%BA%D0%B8%D0%B9_%D0%BD%D0%B0%D0%B1%D0%BE%D1%80
TERM_LOW_016,TERM,Sacramentum,военная присяга римского солдата,Римская республика,Римская армия,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Sacramentum
TERM_LOW_017,TERM,Tributum,гражданский военный сбор,Римская республика,Рим,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/Tributum
ART_LOW_005,ARTIFACT,Военный штандарт,знак подразделения и его единства,Римская армия,Италия,Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D1%88%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82
ORG_LOW_009,ORGANIZATION,Гастаты,младшая линия тяжёлой пехоты,Римская армия,Италия,средняя Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D1%81%D1%82%D0%B0%D1%82%D1%8B
ORG_LOW_010,ORGANIZATION,Принципы,опытная вторая линия легиона,Римская армия,Италия,средняя Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%BD%D1%86%D0%B8%D0%BF%D1%8B
ORG_LOW_011,ORGANIZATION,Триарии,ветераны третьей линии,Римская армия,Италия,средняя Республика,COMMON,ROME,ROME_CHAPTER_03,PACK,https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%B0%D1%80%D0%B8%D0%B8
PER_CAR_001,PERSON,Ганнибал Барка,карфагенский полководец и главный враг Рима,Пунические войны,Карфаген,ок. 247–183 годы до н. э.,LEGENDARY,,,,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%BD%D0%B8%D0%B1%D0%B0%D0%BB
WAR_ROM_001,EVENT,Вторая Пуническая война,Рим против Карфагена за Средиземноморье,Римская республика,Западное Средиземноморье,218–201 годы до н. э.,EPIC,,,,https://ru.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%B0%D1%8F_%D0%9F%D1%83%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
BAT_ROM_001,BATTLE,Битва при Каннах,разгром римской армии Ганнибалом,Вторая Пуническая война,Италия,216 год до н. э.,EPIC,,,,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%9A%D0%B0%D0%BD%D0%BD%D0%B0%D1%85
PER_ROM_002,PERSON,Сципион Африканский,"римский полководец, победивший Ганнибала",Пунические войны,Рим / Северная Африка,ок. 236–183 годы до н. э.,RARE,,,,https://ru.wikipedia.org/wiki/%D0%A1%D1%86%D0%B8%D0%BF%D0%B8%D0%BE%D0%BD_%D0%90%D1%84%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9
BAT_ROM_002,BATTLE,Битва при Заме,Рим побеждает Ганнибала,Вторая Пуническая война,Северная Африка,202 год до н. э.,RARE,,,,https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%97%D0%B0%D0%BC%D0%B5
PER_ROM_003,PERSON,Юлий Цезарь,"полководец, диктатор и разрушитель равновесия Республики",Поздняя Римская республика,Рим,100–44 годы до н. э.,LEGENDARY,,,,https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B9_%D0%AE%D0%BB%D0%B8%D0%B9_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8C
EVT_ROM_003,EVENT,Переход через Рубикон,точка невозврата в гражданской войне Цезаря,Поздняя Римская республика,Северная Италия,49 год до н. э.,EPIC,,,,https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D1%85%D0%BE%D0%B4_%D0%A6%D0%B5%D0%B7%D0%B0%D1%80%D1%8F_%D1%87%D0%B5%D1%80%D0%B5%D0%B7_%D0%A0%D1%83%D0%B1%D0%B8%D0%BA%D0%BE%D0%BD
PER_ROM_004,PERSON,Август,первый римский император,Переход от Республики к Империи,Рим,63 год до н. э. — 14 год н. э.,MYTHIC,,,,https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D0%B0%D0%B2%D0%B8%D0%B0%D0%BD_%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82
REG_MES_001,REGION,Месопотамия,земля между реками,Земля между Тигром и Евфратом,Месопотамия,древность — VII век н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D1%8F
REG_MES_002,REGION,Тигр,восточная река Месопотамии,Земля между Тигром и Евфратом,Месопотамия,древность,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%B3%D1%80
REG_MES_003,REGION,Евфрат,западная река Месопотамии,Земля между Тигром и Евфратом,Месопотамия,древность,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%84%D1%80%D0%B0%D1%82
REG_MES_004,REGION,Южная аллювиальная равнина,низовья Тигра и Евфрата,Земля между Тигром и Евфратом,Месопотамия,ок. 6000–2000 до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D1%8F%D1%8F_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D1%8F
TERM_MES_001,TERM,Плодородный полумесяц,дуга раннего земледелия,Земля между Тигром и Евфратом,Месопотамия,неолит — бронзовый век,COMMON,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D0%BF%D0%BE%D0%BB%D1%83%D0%BC%D0%B5%D1%81%D1%8F%D1%86
TERM_MES_002,TERM,Аллювий,речные наносы,Земля между Тигром и Евфратом,Месопотамия,геологический процесс,COMMON,MESOPOTAMIA,MES_CHAPTER_01,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%BB%D1%8E%D0%B2%D0%B8%D0%B9
SYS_MES_001,SYSTEM,Ирригация,управляемое распределение воды,"Земледелие, каналы и поселения",Месопотамия,VI–III тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D1%80%D0%B8%D0%B3%D0%B0%D1%86%D0%B8%D1%8F
TERM_MES_005,TERM,Канал,искусственное русло,"Земледелие, каналы и поселения",Месопотамия,древность,COMMON,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D1%80%D1%80%D0%B8%D0%B3%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB
EVT_MES_001,EVENT,Рост земледельческих поселений,деревни южной равнины,"Земледелие, каналы и поселения",Месопотамия,VI–V тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D0%B8
TERM_MES_006,TERM,Плуг-сеялка,орудие обработки и посева,"Земледелие, каналы и поселения",Месопотамия,IV–III тыс. до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D1%83%D0%B3
TERM_MES_007,TERM,Излишек продукта,урожай сверх немедленного потребления,"Земледелие, каналы и поселения",Месопотамия,неолит — бронзовый век,RARE,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B1%D0%B0%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%82
TERM_MES_008,TERM,Телль,холм из слоёв поселения,"Земледелие, каналы и поселения",Месопотамия,археологический термин,COMMON,MESOPOTAMIA,MES_CHAPTER_02,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D0%BB%D1%8C
EVT_MES_002,EVENT,Убейдский период,ранний межрегиональный культурный мир,Убейдский мир,Месопотамия,ок. 6500–3800 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B5%D1%80%D0%B8%D0%BE%D0%B4
CITY_MES_001,CITY,Эриду,древний центр южной Месопотамии,Убейдский мир,Месопотамия,VI–III тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D1%80%D0%B8%D0%B4%D1%83
ART_MES_001,ARTIFACT,Убейдская керамика,расписные сосуды ранних общин,Убейдский мир,Месопотамия,VI–V тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0
CITY_MES_002,CITY,Трёхчастный храм,продольная культовая постройка,Убейдский мир,Месопотамия,V–IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%B2_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B9_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D0%B8
SYSTEM_MES_002,SYSTEM,Убейдская сеть поселений,иерархия центров и деревень,Убейдский мир,Месопотамия,V тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B5%D0%B9%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B5%D1%80%D0%B8%D0%BE%D0%B4
REL_MES_001,RELIGION,Культ Энки в Эриду,поздняя память о древнем святилище,Убейдский мир,Месопотамия,шумерская традиция,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_03,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%BD%D0%BA%D0%B8
EVT_MES_003,EVENT,Урукский период,эпоха первых крупных городов,Урукская городская революция,Месопотамия,ок. 4000–3100 до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D0%BA%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B5%D1%80%D0%B8%D0%BE%D0%B4
CITY_MES_003,CITY,Урук,первый великий город,Урукская городская революция,Месопотамия,IV–I тыс. до н. э.,MYTHIC,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D0%BA
CITY_MES_004,CITY,Эанна,монументальный район Урука,Урукская городская революция,Месопотамия,IV тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%B0%D0%BD%D0%BD%D0%B0
CITY_MES_005,CITY,Белый храм Урука,святилище на высокой платформе,Урукская городская революция,Месопотамия,конец IV тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D1%85%D1%80%D0%B0%D0%BC_%D0%A3%D1%80%D1%83%D0%BA%D0%B0
TERM_MES_009,TERM,Городская революция,модель перехода к урбанизму,Урукская городская революция,Месопотамия,IV тыс. до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F
ART_MES_002,ARTIFACT,Цилиндрическая печать,вращающийся знак на глине,Урукская городская революция,Месопотамия,IV тыс. до н. э. — древность,EPIC,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A6%D0%B8%D0%BB%D0%B8%D0%BD%D0%B4%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8C
ART_MES_003,ARTIFACT,Чаша со скошенным краем,массовый сосуд Урука,Урукская городская революция,Месопотамия,IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D1%88%D0%B0_%D1%81%D0%BE_%D1%81%D0%BA%D0%BE%D1%88%D0%B5%D0%BD%D0%BD%D1%8B%D0%BC_%D0%BA%D1%80%D0%B0%D0%B5%D0%BC
TERM_MES_010,TERM,Царь-жрец Урука,образ лидера на печатях и рельефах,Урукская городская революция,Месопотамия,IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_04,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%96%D1%80%D0%B5%D1%86-%D1%86%D0%B0%D1%80%D1%8C
ORG_MES_001,ORGANIZATION,Храмовое учреждение,культовый и хозяйственный центр,"Храм, склад и управление",Месопотамия,IV–III тыс. до н. э.,LEGENDARY,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%B0%D0%BC_%D0%B2_%D0%94%D1%80%D0%B5%D0%B2%D0%BD%D0%B5%D0%B9_%D0%9C%D0%B5%D1%81%D0%BE%D0%BF%D0%BE%D1%82%D0%B0%D0%BC%D0%B8%D0%B8
TERM_MES_011,TERM,Администратор Урука,организатор потоков товаров,"Храм, склад и управление",Месопотамия,конец IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D0%B8
TERM_MES_012,TERM,Протописец,специалист раннего учёта,"Храм, склад и управление",Месопотамия,ок. 3400–3000 до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D1%81%D1%82%D1%8C
SYS_MES_003,SYSTEM,Перераспределение,сбор и выдача ресурсов учреждением,"Храм, склад и управление",Месопотамия,IV–III тыс. до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B4%D0%B8%D1%81%D1%82%D1%80%D0%B8%D0%B1%D1%83%D1%82%D0%B8%D0%B2%D0%BD%D0%B0%D1%8F_%D1%8D%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0
SYS_MES_004,SYSTEM,Складское хозяйство,запасы и контроль движения товаров,"Храм, склад и управление",Месопотамия,IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BB%D0%B0%D0%B4
ART_MES_004,ARTIFACT,Счётный жетон,малый предмет для обозначения количества,"Храм, склад и управление",Месопотамия,VIII–IV тыс. до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A1%D1%87%D1%91%D1%82%D0%BD%D1%8B%D0%B5_%D0%B6%D0%B5%D1%82%D0%BE%D0%BD%D1%8B
ART_MES_005,ARTIFACT,Числовая табличка Урука,ранний документ хозяйственного учёта,"Храм, склад и управление",Месопотамия,ок. 3400–3000 до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BB%D0%B8%D0%BD%D0%BE%D0%BF%D0%B8%D1%81%D1%8C
TERM_MES_013,TERM,Оттиск печати,след контроля на глине,"Храм, склад и управление",Месопотамия,IV тыс. до н. э.,UNCOMMON,MESOPOTAMIA,MES_CHAPTER_05,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A6%D0%B8%D0%BB%D0%B8%D0%BD%D0%B4%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D1%87%D0%B0%D1%82%D1%8C
ART_MES_006,ARTIFACT,Протоклинописная табличка,учёт до полноценного письма,Рождение письменности,Урук,ок. 3400–3200 до н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BB%D0%B8%D0%BD%D0%BE%D0%BF%D0%B8%D1%81%D1%8C
SYS_MES_005,SYSTEM,Рождение письма,от счётных знаков к записи языка,Рождение письменности,Южная Месопотамия,IV–III тысячелетия до н. э.,MYTHIC,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD%D0%BE%D0%BF%D0%B8%D1%81%D1%8C
TERM_MES_014,TERM,Клинопись,письмо тростниковым стилусом по глине,Рождение письменности,Месопотамия,ок. 3200 до н. э. — I век н. э.,EPIC,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD%D0%BE%D0%BF%D0%B8%D1%81%D1%8C
PER_MES_001,PERSON,Писец,специалист по письму и учёту,Рождение письменности,Месопотамия,III–II тысячелетия до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%81%D0%B5%D1%86
ORG_MES_002,INSTITUTION,Школа писцов,традиция обучения письму,Рождение письменности,Месопотамия,III–II тысячелетия до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%AD%D0%B4%D1%83%D0%B1%D0%B1%D0%B0
TEXT_MES_001,TEXT,Лексический список,упорядоченный перечень слов и знаков,Рождение письменности,Месопотамия,конец IV–III тысячелетия до н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD%D0%BE%D0%BF%D0%B8%D1%81%D1%8C
LANG_MES_001,LANGUAGE,Шумерский язык,язык южной Месопотамии,Рождение письменности,Шумер,III тысячелетие до н. э. и позднее,EPIC,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%BC%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
LANG_MES_002,LANGUAGE,Аккадский язык,семитский язык клинописной традиции,Рождение письменности,Месопотамия,III тысячелетие до н. э. — I тысячелетие н. э.,RARE,MESOPOTAMIA,MES_CHAPTER_06,CAMPAIGN,https://ru.wikipedia.org/wiki/%D0%90%D0%BA%D0%BA%D0%B0%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D1%8F%D0%B7%D1%8B%D0%BA
